Activity,Start time,Duration,Day of activity,Weekend or weekday
2.243652024166823633e+00,1.474318178615798614e+00,-2.302955050826661909e-01,1.548452921145878847e+00,1.637945191429761360e+00
9.127957787497276501e-03,1.477355362957633256e+00,4.201903556039464360e-02,1.548452921145878847e+00,1.637945191429761360e+00
9.127957787497276501e-03,-1.434292026081230853e+00,5.276666267659708698e-01,1.548452921145878847e+00,1.637945191429761360e+00
-7.795275950522650987e-01,-1.318006266970295437e+00,-2.061030972869170308e-01,1.548452921145878847e+00,1.637945191429761360e+00
-7.795275950522650987e-01,-1.039423151477871343e+00,-2.073027208139789357e-01,1.548452921145878847e+00,1.637945191429761360e+00
1.405705499274576831e-01,-1.048848895987013474e+00,-2.159000227579228881e-01,1.548452921145878847e+00,1.637945191429761360e+00
2.720131420674180567e-01,-1.054713803681590845e+00,-1.213297013745398001e-01,1.548452921145878847e+00,1.637945191429761360e+00
9.127957787497276501e-03,-1.078941458086571048e+00,9.341390651854587501e-01,1.548452921145878847e+00,1.637945191429761360e+00
9.292261027672200635e-01,-7.827985296752636435e-01,-1.511203522965780255e-01,1.548452921145878847e+00,1.637945191429761360e+00
9.127957787497276501e-03,-7.997997799565682575e-01,-1.395239915349792414e-01,1.548452921145878847e+00,1.637945191429761360e+00
4.034557342073784580e-01,-8.186861791397013199e-01,-2.280961952830526107e-01,1.548452921145878847e+00,1.637945191429761360e+00
-7.795275950522650987e-01,-8.218979143057792980e-01,-2.294957560646248840e-01,1.548452921145878847e+00,1.637945191429761360e+00
9.127957787497276501e-03,-8.247954579882194048e-01,8.300617273501099957e-02,1.548452921145878847e+00,1.637945191429761360e+00
